timestamp_ms,ax,ay,az,gx,gy,gz
0,-0.7716853,-7.4823565,6.4205413,-0.009773844,0.105832405,0.007941248
18,-0.8745767,-7.2753773,6.0323057,-0.012064588,0.06918049,0.0106901415
36,-0.92303133,-7.3160553,6.2901325,-0.049632803,-0.034972034,0.007483099
54,-0.79441714,-7.4452677,6.3009005,-0.043066,-0.124005646,0.02275473
72,-0.52522457,-7.37109,6.468996,-0.03940081,-0.17012598,0.04886922
90,-0.41635114,-7.3657064,6.5072813,-0.03573562,-0.13942999,0.051159963
108,-0.54376894,-7.4195447,6.411568,-0.032375857,-0.100334615,0.054519724
126,-0.6239285,-7.391429,6.3684974,-0.026419923,-0.07925977,0.066737026
144,-0.62871414,-7.353742,6.282356,-0.026267206,-0.091477074,0.0729984
162,-0.5485546,-7.309475,6.378069,-0.03848451,-0.107359566,0.070554934
180,-0.50129634,-7.295118,6.363712,-0.03970624,-0.112399206,0.05955936
198,-0.4959125,-7.2957163,6.2775702,-0.043218717,-0.11728613,0.05955936
216,-0.45762733,-7.32443,6.2877398,-0.053145275,-0.12461651,0.06688975
234,-0.37686956,-7.353144,6.302695,-0.05665775,-0.14889841,0.08170322
252,-0.27756742,-7.385447,6.389435,-0.06414085,-0.15974127,0.09407325
269,-0.27337998,-7.4333034,6.4420767,-0.059101213,-0.14523321,0.0804815
287,-0.36311084,-7.414759,6.398408,-0.041996986,-0.12110403,0.058337633
305,-0.4103691,-7.3866434,6.326623,-0.038331795,-0.1151481,0.044898596
323,-0.3062813,-7.409375,6.422336,-0.04810564,-0.12965615,0.05100725
341,-0.11246266,-7.4458656,6.5814586,-0.050701816,-0.09666943,0.056963183
359,-0.08853444,-7.455437,6.59103,-0.044898596,-0.029474247,0.043066
377,-0.26919255,-7.4416785,6.532406,-0.040317107,0.042455133,0.0290161
395,-0.46241298,-7.472785,6.3457656,-0.03176499,0.06566802,0.019242255
413,-0.552742,-7.5260253,6.355337,-0.027947085,0.054519724,0.016798794
431,-0.6095716,-7.5403824,6.3457656,-0.0106901415,0.04230242,0.0071776668
449,-0.6562316,-7.47458,6.235696,0.0065668016,-6.1086525E-4,0.0013744468
467,-0.58564335,-7.4452677,6.273981,-0.01160644,-0.048258353,0.011453724
485,-0.47198427,-7.530213,6.3942204,-0.031154128,-0.07269296,0.020005837
503,-0.41994038,-7.524829,6.446862,-0.028710667,-0.043218717,0.01740966
520,-0.5377869,-7.483553,6.2267227,-0.014202617,-0.0067195175,0.00992656
538,-0.62751776,-7.436893,6.1447687,-0.016646078,-0.025961773,0.032070424
556,-0.50488555,-7.454241,6.2931237,-0.025198191,-0.049938235,0.06291912
574,-0.43848476,-7.492526,6.303293,-0.019089539,-0.062155537,0.06658431
592,-0.4851448,-7.484151,6.1597238,-0.016493361,-0.09040806,0.05955936
610,-0.5276174,-7.479964,6.102296,-0.017562376,-0.11988231,0.049938235
628,-0.45104706,-7.4997044,6.041279,-0.018478673,-0.16142114,0.05009095
646,-0.22492532,-7.4494553,6.261419,-0.03573562,-0.15409076,0.059864793
664,-0.20997019,-7.4398837,6.213562,-0.03359759,-0.09193522,0.041080687
682,-0.3278167,-7.4129643,6.0364933,-0.03848451,-0.05787948,0.02733622
700,-0.28953153,-7.384849,5.9838514,-0.065515295,-0.046731193,0.034513887
718,-0.15194423,-7.422536,6.0370917,-0.09636399,-0.034513887,0.04520403
736,-0.07238288,-7.4398837,6.209375,-0.116217114,0.01450805,0.048563786
754,-0.1058824,-7.4344997,6.261419,-0.118966006,0.08659015,0.043066
771,-0.25722843,-7.4937224,6.1513486,-0.115453534,0.12675454,0.029321533
789,-0.41336012,-7.5613194,6.1034923,-0.117744274,0.12904528,0.02076942
807,-0.4660022,-7.5996046,6.1513486,-0.122783914,0.1339322,0.01817324
825,-0.46660042,-7.617551,6.2805614,-0.1226312,0.116675265,0.015882496
843,-0.53240305,-7.676175,6.2327046,-0.11010846,0.0786489,0.0015271631
861,-0.5796613,-7.7096744,6.2087765,-0.0926988,0.030695979,-0.020158553
879,-0.65982085,-7.77787,6.166304,-0.074067414,-0.012370021,-0.043066
897,-0.698106,-7.8107715,6.2141604,-0.05787948,-0.052839845,-0.047647487
915,-0.5988039,-7.7617183,6.285347,-0.04810564,-0.05971208,-0.020616703
933,-0.5371887,-7.713862,6.285347,-0.05207626,-0.033750303,1.5271631E-4
951,-0.60837513,-7.6755767,6.2608204,-0.041080687,-0.018936822,0.013591751
969,-0.65084773,-7.6480594,6.1698933,-0.026419923,-0.02611449,0.025961773
987,-0.67417777,-7.6683984,6.065207,-0.018936822,-0.052839845,0.037110064
1005,-0.5982057,-7.682157,6.0801625,-0.018936822,-0.087964594,0.056963183
1022,-0.49830532,-7.652845,6.108876,-0.016493361,-0.10842858,0.07803804
1040,-0.42711884,-7.643274,6.108876,-0.01160644,-0.10705414,0.08781188
1058,-0.4648058,-7.6492558,6.018547,-0.01160644,-0.09728029,0.08536842
1076,-0.4648058,-7.6683984,5.9706907,-0.016493361,-0.10338894,0.08903361
1094,-0.3272185,-7.6678,6.0287166,-0.027488936,-0.10949759,0.09758572
1112,-0.2943172,-7.6719875,6.0622163,-0.032528576,-0.09728029,0.09132435
1130,-0.32243285,-7.624729,5.985646,-0.036193766,-0.086437434,0.08628472
1148,-0.35533416,-7.5625157,5.9706907,-0.041080687,-0.0804815,0.074067414
1166,-0.31764722,-7.5960155,6.0137615,-0.04841107,-0.07819075,0.06291912
1184,-0.27038896,-7.615158,6.01436,-0.054519724,-0.0759,0.05681047
1202,-0.24646074,-7.615158,6.0191455,-0.059406646,-0.06734789,0.04932737
1220,-0.21355942,-7.6480594,6.0622163,-0.056963183,-0.061391957,0.03573562
1238,-0.21834506,-7.667202,6.076573,-0.05207626,-0.040927973,0.016035212
1256,-0.27038896,-7.6917286,6.0574307,-0.05207626,-0.021533,0.0061086523
1273,-0.27996024,-7.7054873,6.0957155,-0.05467244,-0.001985312,0.0035124752
1291,-0.34636107,-7.7300134,6.0717874,-0.04230242,3.0543262E-4,-0.011148291
1309,-0.40797627,-7.706085,6.033502,-0.032375857,-0.010842858,-0.028099801
1327,-0.4408776,-7.711469,6.0047884,-0.02367103,-0.024587326,-0.04520403
1345,-0.4833502,-7.7647095,5.956932,-0.018784106,-0.03436117,-0.043829583
1363,-0.4354937,-7.759924,5.966503,-0.022449298,-0.030543262,-0.029168816
1381,-0.43130627,-7.7742805,5.9958153,-0.020158553,-0.023060163,-0.026725354
1399,-0.4833502,-7.789236,5.9527445,-0.014049901,-0.019394971,-0.029168816
1417,-0.52522457,-7.7946196,5.8618174,-0.0053450707,-0.047647487,-0.03023783
1435,-0.44506502,-7.7126656,5.918647,0.005955936,-0.091477074,-0.024892759
1453,-0.40259242,-7.7880397,6.0101724,0.02076942,-0.116217114,-0.04062254
1471,-0.5066802,-7.832307,5.933602,0.025809057,-0.12095132,-0.03573562
1489,-0.48275197,-7.7419777,5.8564334,0.015882496,-0.11591168,-0.016187929
1507,-0.4636094,-7.732406,5.8474603,0.0096211275,-0.107359566,-0.016187929
1525,-0.45403808,-7.774879,5.9001026,0.01817324,-0.09758572,-0.021227567
1542,-0.41635114,-7.774879,5.8953166,0.00580322,-0.08750644,-4.5814895E-4
1560,-0.28414768,-7.7258263,5.9766726,-0.016340645,-0.07620544,0.023823744
1578,-0.2416751,-7.749156,6.0394845,-0.017715093,-0.065209866,0.026267206
1596,-0.25543383,-7.7682986,6.0346985,-0.0018325958,-0.04932737,0.021227567
1614,-0.317049,-7.702496,5.904888,0.016646078,-0.06169739,0.009162978
1632,-0.37328035,-7.713264,5.804988,0.0106901415,-0.09605856,0.001985312
1650,-0.34037903,-7.693523,5.8618174,-1.5271631E-4,-0.14355333,0.017104227
1668,-0.18843478,-7.692925,5.8863435,-0.011148291,-0.14935656,0.039095376
1686,-0.11306087,-7.7353973,5.9635124,-0.017562376,-0.1151481,0.040011674
1704,-0.1698904,-7.7593255,5.953941,-0.010231993,-0.08445212,0.041080687
1722,-0.11724831,-7.735996,5.896513,-0.01160644,-0.06734789,0.0421497
1740,-0.21655045,-7.7365937,5.819943,-0.027488936,-0.065209866,0.024892759
1758,-0.31166515,-7.765308,5.8480587,-0.03970624,-0.08109236,0.028710667
1776,-0.33080772,-7.7700934,5.895915,-0.02855795,-0.10048734,0.039858956
1793,-0.40618163,-7.7569327,5.757131,-0.020005837,-0.11499538,0.048563786
1811,-0.41515473,-7.734201,5.657231,-0.028405234,-0.13942999,0.057268616
1829,-0.45762733,-7.753942,5.6093745,-0.025809057,-0.18112154,0.046578474
1847,-0.5988039,-7.7754774,5.3653064,-0.0106901415,-0.24480425,0.03604105
1865,-0.76331043,-7.696514,5.1254263,-0.009010263,-0.35369098,0.041691553
1883,-0.93260264,-7.6624165,4.72403,-0.009468411,-0.52488595,0.047647487
1901,-1.1192428,-7.72463,4.260421,-9.162979E-4,-0.7817548,0.044593163
1919,-1.2646067,-7.82453,3.9218364,0.036193766,-1.1194105,0.043218717
1937,-1.2993027,-7.896913,3.4402807,0.09437868,-1.5204436,0.053603426
1955,-1.1593226,-7.966903,3.0837502,0.11133019,-1.9970711,0.081397794
1973,-0.8315059,-8.005786,2.9952157,0.10140363,-2.53112,0.12889257
1991,-0.32482567,-7.920841,3.1830523,0.1133155,-3.0260737,0.15928312
2009,0.18005991,-7.888538,2.9330025,0.14248432,-3.4825428,0.15378532
2027,0.64008003,-7.8346996,2.9682965,0.1432479,-3.8890736,0.1282817
2044,1.082154,-7.9346,2.9569306,0.12293663,-4.254982,0.12568553
2062,1.7383857,-8.015956,2.8366911,0.07391469,-4.5845437,0.18524489
2080,2.545365,-8.181659,2.9330025,0.027183503,-4.863709,0.26282477
2098,3.2482567,-8.386245,2.9473593,0.041080687,-5.0022225,0.32146785
2116,3.7812579,-8.492127,2.8456643,0.124311075,-5.002834,0.35369098
2134,4.1760736,-8.474181,2.62373,0.21563543,-4.8994446,0.3817908
2152,4.5966125,-8.353344,2.12363,0.23533584,-4.723668,0.4382958
2170,5.0105705,-8.291729,1.948954,0.19364429,-4.5254426,0.5323691
2188,5.410172,-8.531011,1.9477576,0.14294247,-4.2465825,0.6258314
2206,5.77747,-8.930014,1.8287147,0.1339322,-3.9715405,0.7012733
2224,6.076573,-9.067601,1.9405792,0.18555032,-3.7917933,0.7713701
2242,6.20758,-8.858828,2.1068804,0.28603765,-3.590055,0.82940227
2260,6.3451676,-8.566903,1.9716859,0.3717115,-3.341891,0.8881981
2278,6.4498534,-8.400003,1.8514465,0.40958515,-3.110984,0.95065904
2295,6.407979,-8.625527,1.867598,0.46318856,-2.8480065,1.0202976
2313,6.352346,-8.986844,1.7557336,0.5484043,-2.5384505,1.0934488
2331,6.262017,-8.867203,1.7449659,0.644921,-2.2331705,1.1273518
2349,5.953343,-8.519047,1.5786648,0.7431176,-1.9958495,1.1128438
2367,5.6183476,-8.403593,1.1419746,0.8003862,-1.9113973,1.1015427
2385,5.449055,-8.626724,0.95653087,0.79305583,-1.9394971,1.1065824
2403,5.4179487,-9.304491,0.8997013,0.77091193,-1.9477439,1.1385001
2421,5.5316076,-9.795618,1.2616158,0.8002335,-1.9457586,1.1777482
2439,5.657231,-9.686146,1.6235301,0.93126404,-1.956296,1.1943942
2457,5.6279187,-9.212367,1.4913267,1.0409144,-1.8481728,1.2151637
2475,5.5866427,-8.94138,1.1742777,1.0450377,-1.6936239,1.233795
2493,5.5722857,-9.066405,1.1940185,1.0091494,-1.6333009,1.2675453
2511,5.6356955,-9.078967,1.814956,1.0392345,-1.5879441,1.3593279
2529,5.7631135,-9.298509,1.9932213,1.1983649,-1.4288138,1.5134187
2546,5.94437,-9.466006,2.0051854,1.3446671,-1.1475104,1.6557503
2564,5.9820566,-9.556933,2.0153549,1.3695599,-0.6969972,1.6713274
2582,5.5447683,-9.41815,2.0458634,1.2559389,-0.16661349,1.5679383
2600,4.9513483,-9.12802,1.8687944,1.0644327,0.08811731,1.3556627
