timestamp_ms,ax,ay,az,gx,gy,gz
0,-2.1098714,2.2995026,9.756734,0.30833423,-0.33505958,0.0056505036
17,-1.8167506,2.4364917,9.972089,0.48991394,-0.408058,0.00580322
35,-1.6857436,2.528017,9.442677,0.63697976,-0.37965274,0.0025961774
53,-1.96032,2.5645077,9.293125,0.714865,-0.5519168,0.011453724
71,-1.6707884,2.806781,9.950553,0.8874345,-0.88621277,0.14080444
89,-0.55752766,3.0699914,8.652447,1.0089967,-0.91522884,0.1441642
107,-0.15134603,2.3449662,8.559725,0.0018325958,-1.6937766,0.0926988
125,-0.01375873,2.3790638,8.361719,-0.28939742,-1.6815593,0.07895433
143,0.39601216,2.2983062,8.6961155,-0.4560109,-1.8932241,0.122020334
161,0.32422748,2.4077778,9.900902,-0.41309762,-1.7808249,0.19135354
179,0.10468599,2.9114668,10.368699,-0.29092458,-1.1481212,0.21792617
197,-0.4989035,3.2542388,9.860822,-0.18432859,-0.5421429,0.21533
215,-0.53659046,2.8570302,9.921839,0.12385293,-0.30573806,0.3565926
233,0.7082755,2.885146,9.700503,0.5560401,-0.23701571,0.20433442
250,1.3375878,2.7116663,9.166306,0.8416196,-0.26832256,0.09896017
268,1.3794622,2.2713869,8.565707,0.65026605,0.04596761,-0.048716504
286,0.9661021,2.5579274,8.118847,0.18524489,0.22128594,-0.01038471
304,0.9343972,3.3894334,9.298509,-0.16600263,0.31215215,0.059864793
322,0.9834501,2.800799,9.505488,-0.25335637,0.3184135,-0.007941248
340,0.86141616,1.7730815,9.026923,-0.27687466,0.22800545,-0.2669481
358,0.9499506,1.6013966,8.497512,-0.34865135,0.23426682,-0.4784602
376,0.80817586,2.2965117,8.909077,-0.50686544,0.1769982,-0.6133087
394,0.65264237,2.7535408,10.36152,-0.32498032,-0.024129177,-0.5842926
412,0.60837513,2.8283165,10.506885,0.077121735,-0.25060746,-0.4888449
430,0.21774685,2.9587252,10.121041,0.3866777,-0.32162055,-0.3370449
448,-0.26261228,3.3164523,9.315857,0.5375614,-0.31764993,-0.15103643
466,-1.0576276,3.866203,8.856435,0.50671273,-0.29184088,-0.002443461
484,-1.0169497,4.744369,9.3613205,0.33124167,-0.1421789,0.07620544
501,-0.35114673,5.0799623,10.563714,0.22159137,0.0664316,0.060322944
519,0.42831525,3.6610186,10.767104,0.2930626,0.20616703,0.087964594
537,0.75972116,2.8193433,9.724431,0.30069843,0.29642236,-0.0032070426
555,0.061615184,2.9796624,9.110074,0.19181168,0.17211129,0.075289145
573,0.4444668,3.2721848,9.157332,0.17547104,0.049480084,0.23671028
591,1.2789637,3.7651064,8.729615,0.32986724,-0.48517972,0.14782938
609,0.82731843,3.8303108,10.898709,0.9109528,-0.73471814,-0.021227567
627,0.56590253,3.1974092,10.125827,1.3478742,-0.77686787,-0.0571159
645,1.9525433,3.0329027,9.387642,1.1178834,-0.33551773,-0.09636399
663,1.5667006,4.9028935,8.711669,0.46471575,0.23823744,-0.22861631
681,1.4338989,4.587041,8.383852,0.111177474,0.6637051,-0.26083946
699,1.515255,4.4171505,6.9738817,-0.016035212,0.4167628,-0.41080686
717,0.93559366,4.2867417,6.428318,0.08093964,-0.17363845,-0.5343544
735,0.6855437,3.888337,6.078966,0.21670444,-0.74082685,-0.52519137
